StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Activity
10,Recording_5,Process_4,2022-02-21T09:52:42+00:00,Select menu option in window,Menu Item 'Active users' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Menu Item \\'Active users\\'']\n""]",12.0,Change the roles of respective employee in directory,Event_19,chromeSelect menu option in window
11,Recording_5,Process_4,2022-02-21T09:52:50+00:00,Click UI element in window,Text 'Name Surname' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",13.0,Change the roles of respective employee in directory,Event_19,chromeClick UI element in window
12,Recording_5,Process_4,2022-02-21T09:53:04+00:00,Press button in window,Button 'Manage roles' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Manage roles\\'']\n""]",14.0,Change the roles of respective employee in directory,Event_19,chromePress button in window
13,Recording_5,Process_4,2022-02-21T09:53:19+00:00,Click UI element in window,Data Item 'Email@Domain' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Email@Domain\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -20 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",15.0,Change the roles of respective employee in directory,Event_19,chromeClick UI element in window
14,Recording_5,Process_4,2022-02-21T09:53:25+00:00,Select radio button in window,Radio Button 'Admin center access' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectRadioButton RadioButton: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Radio Button \\'Admin center access\\'']\n""]",16.0,Change the roles of respective employee in directory,Event_19,chromeSelect radio button in window
15,Recording_5,Process_4,2022-02-21T09:53:31+00:00,Click UI element in window,Text 'User Administrator' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'User Administrator\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 16 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",17.0,Change the roles of respective employee in directory,Event_19,chromeClick UI element in window
16,Recording_5,Process_4,2022-02-21T09:53:38+00:00,Press button in window,Button 'Save changes' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Save changes\\'']\n""]",18.0,Change the roles of respective employee in directory,Event_19,chromePress button in window
17,Recording_5,Process_4,2022-02-21T09:53:45+00:00,Click UI element in window,Status Bar in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Status Bar'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 133 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",19.0,Change the roles of respective employee in directory,Event_19,chromeClick UI element in window
18,Recording_5,Process_4,2022-02-21T09:53:49+00:00,Press button in window,Button 'Back' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Back\\'']\n""]",20.0,Update employees through mail about the change in his role.,Event_20,chromePress button in window
19,Recording_5,Process_4,2022-02-21T09:53:52+00:00,Press button in window,Button 'Manage username and email' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Manage username and email\\'']\n""]",21.0,Update employees through mail about the change in his role.,Event_20,chromePress button in window
20,Recording_5,Process_4,2022-02-21T09:53:55+00:00,Drag and drop UI element in window,Text 'Email@Domain' in Text 'Sign this user out of all ‎Office 365‎ sessions.' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.DragAndDropElement ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Sign this user out of all \u200eOffice 365\u200e sessions.\\''] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Email@Domain\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C}{C}{C}{C}{C}{C}){LControlKey}()'\n""]",22.0,Update employees through mail about the change in his role.,Event_20,chromeDrag and drop UI element in window
21,Recording_5,Process_4,2022-02-21T09:53:55+00:00,Send keys,TextToSend:'{LControlKey}({C}{C}{C}{C}{C}{C}){LControlKey}()',,,"[""UIAutomation.DragAndDropElement ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Sign this user out of all \u200eOffice 365\u200e sessions.\\''] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Email@Domain\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C}{C}{C}{C}{C}{C}){LControlKey}()'\n""]",23.0,Update employees through mail about the change in his role.,Event_20,Send keys
22,Recording_5,Process_4,2022-02-21T09:54:07+00:00,Click UI element in window,Group 'Microsoft 365 E5' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group \\'Microsoft 365 E5\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 103 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",24.0,Update employees through mail about the change in his role.,Event_20,chromeClick UI element in window
23,Recording_5,Process_4,2022-02-21T09:54:08+00:00,Drag and drop UI element in window,Group 'Email@Domain' in Data Item 'Microsoft 365 E5' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: 90 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Microsoft 365 E5\\''] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group \\'Email@Domain\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",25.0,Update employees through mail about the change in his role.,Event_20,chromeDrag and drop UI element in window
24,Recording_5,Process_4,2022-02-21T09:54:08+00:00,Send keys,TextToSend:'{LControlKey}({C})',,,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: 90 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'Microsoft 365 E5\\''] ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group \\'Email@Domain\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]",26.0,Update employees through mail about the change in his role.,Event_20,Send keys
25,Recording_5,Process_4,2022-02-21T09:54:14+00:00,Select menu option in window,Google Chrome - 3 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 3 running windows']\n""]",27.0,Update employees through mail about the change in his role.,Event_20,Select menu option in window
26,Recording_5,Process_4,2022-02-21T09:54:20+00:00,Click UI element in window,List Item 'New Tab - Google Chrome' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 60 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",28.0,Update employees through mail about the change in his role.,Event_20,Click UI element in window
27,Recording_5,Process_4,2022-02-21T09:54:21+00:00,Press button in window,Button 'New Tab' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",29.0,Update employees through mail about the change in his role.,Event_20,chromePress button in window
28,Recording_5,Process_4,2022-02-21T09:54:24+00:00,Click UI element in window,Hyperlink 'Gmail' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Gmail\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 10 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",30.0,Update employees through mail about the change in his role.,Event_20,chromeClick UI element in window
29,Recording_5,Process_4,2022-02-21T09:54:27+00:00,Press button in window,Button 'Compose' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Compose\\'']\n""]",31.0,Update employees through mail about the change in his role.,Event_20,chromePress button in window
30,Recording_5,Process_4,2022-02-21T09:54:29+00:00,Send keys,TextToSend:'{LControlKey}({V})',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({V})'\n""]",32.0,Update employees through mail about the change in his role.,Event_20,Send keys
31,Recording_5,Process_4,2022-02-21T09:54:32+00:00,Click UI element in window,"Text 'S entfrom M  ...  awdata H ello , PFA' in Pane 'New Tab - Google Chrome - Name'",chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'S entfrom M  ...  awdata H ello , PFA\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -79 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",33.0,Update employees through mail about the change in his role.,Event_20,chromeClick UI element in window
32,Recording_5,Process_4,2022-02-21T09:54:45+00:00,Populate text field in window,Edit 'Subject' in Pane 'New Tab - Google Chrome - Name',,,,,,,Populate text field in window
33,Recording_5,Process_4,2022-02-21T09:54:46+00:00,Click UI element in window,"Text 'S entfrom M  ...  awdata H ello , PFA' in Pane 'New Tab - Google Chrome - Name'",chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'S entfrom M  ...  awdata H ello , PFA\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]",35.0,Update employees through mail about the change in his role.,Event_20,chromeClick UI element in window
34,Recording_5,Process_4,2022-02-21T09:54:50+00:00,Populate text field in window,Edit 'Message Body' in Pane 'New Tab - Google Chrome - Name',,,,,,,Populate text field in window
35,Recording_5,Process_4,2022-02-21T09:54:51+00:00,Send keys,TextToSend:'{Return}{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}{Return}'\n""]",37.0,Update employees through mail about the change in his role.,Event_20,Send keys
36,Recording_5,Process_4,2022-02-21T09:55:08+00:00,Populate text field in window,Edit 'Message Body' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'Message Body\\''] Text: '''Hello Name,\n"", '\n', '\n', ""Your role in organization has been changed from User to User Administrator.''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",38.0,Update employees through mail about the change in his role.,Event_20,chromePopulate text field in window
37,Recording_5,Process_4,2022-02-21T09:55:09+00:00,Send keys,TextToSend:'{Return}{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}{Return}'\n""]",39.0,Update employees through mail about the change in his role.,Event_20,Send keys
38,Recording_5,Process_4,2022-02-21T09:55:14+00:00,Press button in window,Button 'Send ‪(Ctrl-Enter)‬' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Send \u202a(Ctrl-Enter)\u202c\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Update employees through mail about the change in his role.,Event_20,chromePress button in window
0,Recording_23,Process_4,2022-02-21T08:53:14+00:00,Press button in window,Button 'Type here to search' in TaskBar,,,"[""UIAutomation.PressButton Button: appmask['TaskBar']['Button \\'Type here to search\\'']\n""]",2.0,Open note taking app having employees' new role information,Event_105,Press button in window
1,Recording_23,Process_4,2022-02-21T08:53:20+00:00,Populate text field in window,Edit 'Search box' in Window 'Search',,,,,,,Populate text field in window
2,Recording_23,Process_4,2022-02-21T08:53:27+00:00,Click UI element in window,List Item 'OneNote  ...  to switch preview' in Window 'Search',SearchApp,Search,"[""UIAutomation.Click Element: appmask['Window \\'Search\\'']['List Item \\'OneNote  ...  to switch preview\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 65 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",4.0,Open note taking app having employees' new role information,Event_105,SearchAppClick UI element in window
3,Recording_23,Process_4,2022-02-21T08:53:31+00:00,Press button in window,Button 'Click to view other notebooks   Update role in admin centre Documents ‎» OneNote Notebooks' in Window 'Update role in admin centre - OneNote',ONENOTE,Update role in admin centre - OneNote,"[""UIAutomation.PressButton Button: appmask['Window \\'Update role in admin centre - OneNote\\'']['Button \\'Click to view other notebooks   Update role in admin centre Documents \u200e» OneNote Notebooks\\'']\n""]",5.0,Open note taking app having employees' new role information,Event_105,ONENOTEPress button in window
4,Recording_23,Process_4,2022-02-21T08:53:35+00:00,Press button in window,Button 'Notebook Update role in admin centre Documents ‎» OneNote Notebooks' in Window 'Update role in admin centre - OneNote',ONENOTE,Update role in admin centre - OneNote,"[""UIAutomation.PressButton Button: appmask['Window \\'Update role in admin centre - OneNote\\'']['Button \\'Notebook Update role in admin centre Documents \u200e» OneNote Notebooks\\'']\n""]",6.0,Open note taking app having employees' new role information,Event_105,ONENOTEPress button in window
5,Recording_23,Process_4,2022-02-21T08:53:39+00:00,Click UI element in window,Document 'OneNote current page' in Window 'Update role in admin centre - OneNote',ONENOTE,Update role in admin centre - OneNote,"[""UIAutomation.Click Element: appmask['Window \\'Update role in admin centre - OneNote\\'']['Document \\'OneNote current page\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 299 OffsetY: 194 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",7.0,Open note taking app having employees' new role information,Event_105,ONENOTEClick UI element in window
6,Recording_23,Process_4,2022-02-21T08:53:47+00:00,Select menu option in window,Firefox - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Firefox - 2 running windows']\n""]",8.0,Go to the company's employee directory,Event_106,Select menu option in window
7,Recording_23,Process_4,2022-02-21T08:53:51+00:00,Click UI element in window,List Item 'Mozilla Firefox (Private Browsing)' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Mozilla Firefox (Private Browsing)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 34 OffsetY: 13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",9.0,Go to the company's employee directory,Event_106,Click UI element in window
8,Recording_23,Process_4,2022-02-21T08:53:59+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)',,,,,,,Populate text field in window
9,Recording_23,Process_4,2022-02-21T08:54:00+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",11.0,Go to the company's employee directory,Event_106,Send keys
10,Recording_23,Process_4,2022-02-21T08:54:03+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 -  ...  (Private Browsing)',firefox,o365 - Google Search — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'o365 -  ...  (Private Browsing)\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -19 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",12.0,Go to the company's employee directory,Event_106,firefoxClick UI element in window
11,Recording_23,Process_4,2022-02-21T08:54:12+00:00,Select menu option in window,Menu Item 'App launcher' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft Office Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Menu Item \\'App launcher\\'']\n""]",13.0,Go to the company's employee directory,Event_106,firefoxSelect menu option in window
12,Recording_23,Process_4,2022-02-21T08:54:17+00:00,Click UI element in window,Hyperlink 'Admin' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft Office Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Hyperlink \\'Admin\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 16 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",14.0,Go to the company's employee directory,Event_106,firefoxClick UI element in window
13,Recording_23,Process_4,2022-02-21T08:54:28+00:00,Select menu option in window,Menu Item 'Users' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'Users\\'']\n""]",15.0,Make the changes as mentioned in file,Event_107,firefoxSelect menu option in window
14,Recording_23,Process_4,2022-02-21T08:54:32+00:00,Select menu option in window,Menu Item 'Active users' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'Active users\\'']\n""]",16.0,Make the changes as mentioned in file,Event_107,firefoxSelect menu option in window
15,Recording_23,Process_4,2022-02-21T08:54:39+00:00,Click UI element in window,Edit 'Darshna Surname' in Window 'Microsoft  ...  (Private Browsing)' 3,firefox,Microsoft 365 admin center - Active users — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 3']['Edit \\'Darshna Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -25 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",17.0,Make the changes as mentioned in file,Event_107,firefoxClick UI element in window
16,Recording_23,Process_4,2022-02-21T08:54:50+00:00,Press button in window,Button 'Manage roles' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Button \\'Manage roles\\'']\n""]",18.0,Make the changes as mentioned in file,Event_107,firefoxPress button in window
17,Recording_23,Process_4,2022-02-21T08:55:02+00:00,Click UI element in window,UI Custom in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 48 OffsetY: -40 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",19.0,Make the changes as mentioned in file,Event_107,firefoxClick UI element in window
18,Recording_23,Process_4,2022-02-21T08:55:10+00:00,Click UI element in window,Edit 'Exchange Administrator' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Edit \\'Exchange Administrator\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",20.0,Make the changes as mentioned in file,Event_107,firefoxClick UI element in window
19,Recording_23,Process_4,2022-02-21T08:55:14+00:00,Press button in window,Button 'Save changes' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Button \\'Save changes\\'']\n""]",21.0,Make the changes as mentioned in file,Event_107,firefoxPress button in window
20,Recording_23,Process_4,2022-02-21T08:55:26+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",22.0,Send mail to employee about the change,Event_108,firefoxPress button in window
