10,Recording_88,Process_31,2022-02-15T04:03:29+00:00,Click UI element in window,Text 'All Notes' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'All Notes\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 9 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",14.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
11,Recording_88,Process_31,2022-02-15T04:03:34+00:00,Send keys,TextToSend:'{LShiftKey}(H)andy {RShiftKey}(G)uide for {RShiftKey}(X)yz {LShiftKey}({Back}{Back}){Back}{LShiftKey}(YZ ){LShiftKey}(){LShiftKey}(P)roject',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LShiftKey}(H)andy{Space}{RShiftKey}(G)uide{Space}for{Space}{RShiftKey}(X)yz{Space}{LShiftKey}({Back}{Back}){Back}{LShiftKey}(YZ{Space}){LShiftKey}(){LShiftKey}(P)roject'\n""]",15.0,"To prepare a Handy guide on running projecct, create a note",Event_421,Send keys
12,Recording_88,Process_31,2022-02-15T04:03:53+00:00,Click UI element in window,Group in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 79 OffsetY: 43 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",16.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
13,Recording_88,Process_31,2022-02-15T04:03:55+00:00,Send keys,TextToSend:'1. {LShiftKey}(F)or{Back}cus on context{Return}{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '1.{Space}{LShiftKey}(F)or{Back}cus{Space}on{Space}context{Return}{Return}'\n""]",17.0,"To prepare a Handy guide on running projecct, create a note",Event_421,Send keys
14,Recording_88,Process_31,2022-02-15T04:04:11+00:00,Click UI element in window,Group in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 33 OffsetY: 38 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",18.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
15,Recording_88,Process_31,2022-02-15T04:04:12+00:00,Send keys,TextToSend:'2. {RShiftKey}(R)eview the website{Return}3. search the keyphg{Back}rases on website{Return}4. {LShiftKey}(B)ased on keyphrase compare context',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '2.{Space}{RShiftKey}(R)eview{Space}the{Space}website{Return}3.{Space}search{Space}the{Space}keyphg{Back}rases{Space}on{Space}website{Return}4.{Space}{LShiftKey}(B)ased{Space}on{Space}keyphrase{Space}compare{Space}context'\n""]",20.0,"To prepare a Handy guide on running projecct, create a note",Event_421,Send keys
16,Recording_88,Process_31,2022-02-15T04:05:03+00:00,Click UI element in window,Text 'Handy Guide for XYZ Project' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'Handy Guide for XYZ Project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -49 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",21.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
17,Recording_88,Process_31,2022-02-15T04:05:08+00:00,Click UI element in window,Document 'Notebook' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Document \\'Notebook\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 136 OffsetY: -27 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",22.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
18,Recording_88,Process_31,2022-02-15T04:05:12+00:00,Click UI element in window,List Item 'Print' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['List Item \\'Print\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 11 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",23.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
19,Recording_88,Process_31,2022-02-15T04:05:16+00:00,Click UI element in window,Combo Box in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Combo Box'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -63 OffsetY: 10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",24.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
20,Recording_88,Process_31,2022-02-15T04:05:18+00:00,Click UI element in window,Document 'Notebook' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Document \\'Notebook\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -5 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",25.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
21,Recording_88,Process_31,2022-02-15T04:05:21+00:00,Press button in window,Button 'Save' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Button \\'Save\\'']\n""]",26.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromePress button in window
22,Recording_88,Process_31,2022-02-15T04:05:26+00:00,Click UI element in window,Edit 'Name' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 40 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",27.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
23,Recording_88,Process_31,2022-02-15T04:05:27+00:00,Click UI element in window,Edit 'Name' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 40 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",28.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
24,Recording_88,Process_31,2022-02-15T04:05:33+00:00,Drag and drop UI element in window,Text 'File name:' in Edit 'File name:' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: 54 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'File name:\\''] MouseUpOffsetY: -2 MouseUpOffsetX: -24 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'File name:\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",29.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeDrag and drop UI element in window
25,Recording_88,Process_31,2022-02-15T04:05:49+00:00,Populate text field in window,Edit 'File name:' in Pane 'Process  ...  Chrome - Name'; Text:'Handyd guide for XYZ Project.pdf',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'File name:\\''] Text: 'Handyd guide for XYZ Project.pdf' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",30.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromePopulate text field in window
26,Recording_88,Process_31,2022-02-15T04:05:52+00:00,Press button in window,Button 'Save' 2 in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Button \\'Save\\' 2']\n""]",31.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromePress button in window
27,Recording_88,Process_31,2022-02-15T04:06:02+00:00,Press button in window,PDF Converter Pro - Free - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['PDF Converter Pro - Free - 1 running window']\n""]",32.0,Change the format Handy guide to document format and save it.,Event_422,Press button in window
28,Recording_88,Process_31,2022-02-15T04:06:06+00:00,Press button in window,"Button 'Button' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.PressButton Button: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Button \\'Button\\'']\n""]",33.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterPress button in window
29,Recording_88,Process_31,2022-02-15T04:06:08+00:00,Click UI element in window,"Edit 'Name' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.Click Element: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 52 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",34.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterClick UI element in window
30,Recording_88,Process_31,2022-02-15T04:06:09+00:00,Click UI element in window,"Edit 'Name' 2 in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.Click Element: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Edit \\'Name\\' 2'] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 52 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",35.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterClick UI element in window
31,Recording_88,Process_31,2022-02-15T04:06:18+00:00,Press button in window,"Button '...' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.PressButton Button: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Button \\'...\\'']\n""]",36.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterPress button in window
32,Recording_88,Process_31,2022-02-15T04:06:22+00:00,Expand/collapse tree node in window,"Tree Item 'This PC' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.ExpandCollapseTreeNode Control: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Tree Item \\'This PC\\''] Operation: UIAutomation.TreeNodeOperation.Expand\n""]",37.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterExpand/collapse tree node in window
33,Recording_88,Process_31,2022-02-15T04:06:24+00:00,Expand/collapse tree node in window,"Tree Item 'Desktop' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.ExpandCollapseTreeNode Control: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Tree Item \\'Desktop\\''] Operation: UIAutomation.TreeNodeOperation.Expand\n""]",38.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterExpand/collapse tree node in window
34,Recording_88,Process_31,2022-02-15T04:06:26+00:00,Click UI element in window,"Tree Item 'XYZ Project' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.Click Element: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Tree Item \\'XYZ Project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 14 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",40.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterClick UI element in window
35,Recording_88,Process_31,2022-02-15T04:06:32+00:00,Press button in window,"Tree Item 'XYZ Project' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.PressButton Button: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Tree Item \\'XYZ Project\\'']\n""]",41.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterPress button in window
36,Recording_88,Process_31,2022-02-15T04:06:36+00:00,Press button in window,"Button 'Button' 2 in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.PressButton Button: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Button \\'Button\\' 2']\n""]",42.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterPress button in window
37,Recording_88,Process_31,2022-02-15T04:06:40+00:00,Click UI element in window,Edit 'Name' in Window 'XYZ Project',explorer,XYZ Project,"[""UIAutomation.Click Element: appmask['Window \\'XYZ Project\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -20 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",43.0,Change the format Handy guide to document format and save it.,Event_422,explorerClick UI element in window
38,Recording_88,Process_31,2022-02-15T04:06:42+00:00,Click UI element in window,Edit 'Name' in Window 'XYZ Project',explorer,XYZ Project,"[""UIAutomation.Click Element: appmask['Window \\'XYZ Project\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: -21 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",,Change the format Handy guide to document format and save it.,Event_422,explorerClick UI element in window
0,Recording_89,Process_31,2022-02-15T04:58:59+00:00,Press button in window,Microsoft Edge (2) - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Edge (2) - 1 running window']\n""]",2.0,Open the note taking app,Event_423,Press button in window
1,Recording_89,Process_31,2022-02-15T04:59:02+00:00,Press button in window,Button 'New Tab' in Window 'Process  ...  - Microsoft​ Edge',msedge,Process advisor | Power Automate and 2 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Process  ...  - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]",3.0,Open the note taking app,Event_423,msedgePress button in window
2,Recording_89,Process_31,2022-02-15T04:59:05+00:00,Click UI element in window,Edit 'Address and search bar' in Window 'Process  ...  - Microsoft​ Edge',msedge,Process advisor | Power Automate and 2 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Process  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -4 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",4.0,Open the note taking app,Event_423,msedgeClick UI element in window
3,Recording_89,Process_31,2022-02-15T04:59:10+00:00,Populate text field in window,Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge'; Text:'evernote',msedge,New tab and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'evernote' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",5.0,Open the note taking app,Event_423,msedgePopulate text field in window
4,Recording_89,Process_31,2022-02-15T04:59:10+00:00,Send keys,TextToSend:'{Return}',,,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Address and search bar\\''] Text: 'evernote' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6.0,Open the note taking app,Event_423,Send keys
5,Recording_89,Process_31,2022-02-15T04:59:13+00:00,Click UI element in window,Hyperlink 'Best Note  ...  Notes with Evernote' in Window 'evernote -  ...  - Microsoft​ Edge',msedge,evernote - Search and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'evernote -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Best Note  ...  Notes with Evernote\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -49 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7.0,Open the note taking app,Event_423,msedgeClick UI element in window
6,Recording_89,Process_31,2022-02-15T04:59:18+00:00,Click UI element in window,Hyperlink 'Log In' in Window 'Best Note  ...  - Microsoft​ Edge',msedge,Best Note Taking App - Organize Your Notes with Evernote and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Best Note  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Log In\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -5 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",8.0,Open the note taking app,Event_423,msedgeClick UI element in window
7,Recording_89,Process_31,2022-02-15T04:59:26+00:00,Press button in window,Button 'Create new note' in Window 'Home -  ...  - Microsoft​ Edge',msedge,Home - Evernote and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Home -  ...  - Microsoft\u200b Edge\\'']['Button \\'Create new note\\'']\n""]",9.0,Make a note for a Handy guide on running project,Event_424,msedgePress button in window
8,Recording_89,Process_31,2022-02-15T04:59:44+00:00,Populate text field in window,Edit 'Title' in Window 'Notes -  ...  - Microsoft​ Edge'; Text:'Handy Guide for ABC Project',msedge,Notes - Evernote and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Notes -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Title\\''] Text: 'Handy Guide for ABC Project' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",10.0,Make a note for a Handy guide on running project,Event_424,msedgePopulate text field in window
9,Recording_89,Process_31,2022-02-15T05:00:00+00:00,Populate text field in window,Edit 'Start writing or drag files here' in Window 'Notes -  ...  - Microsoft​ Edge'; Text:'Follow the labeling sequence',msedge,Notes - Evernote and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Notes -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Start writing or drag files here\\''] Text: 'Follow the labeling sequence' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",11.0,Make a note for a Handy guide on running project,Event_424,msedgePopulate text field in window
10,Recording_89,Process_31,2022-02-15T05:00:02+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",12.0,Make a note for a Handy guide on running project,Event_424,Send keys
11,Recording_89,Process_31,2022-02-15T05:00:29+00:00,Populate text field in window,"Edit 'Start writing or drag files here' in Window 'Notes -  ...  - Microsoft​ Edge'; Text:'''Follow the labeling sequence
Deepdive or search more article related to domain'''",msedge,Notes - Evernote and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Notes -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Start writing or drag files here\\''] Text: '''Follow the labeling sequence\n"", ""Deepdive or search more article related to domain''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",13.0,Make a note for a Handy guide on running project,Event_424,msedgePopulate text field in window
12,Recording_89,Process_31,2022-02-15T05:00:30+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",14.0,Make a note for a Handy guide on running project,Event_424,Send keys
13,Recording_89,Process_31,2022-02-15T05:00:41+00:00,Populate text field in window,"Edit 'Start writing or drag files here' in Window 'Notes -  ...  - Microsoft​ Edge'; Text:'''Follow the labeling sequence
Deepdive or search more article related to domain
Mark all label correctly'''",msedge,Notes - Evernote and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Notes -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Start writing or drag files here\\''] Text: '''Follow the labeling sequence\n"", 'Deepdive or search more article related to domain\n', ""Mark all label correctly''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",15.0,Make a note for a Handy guide on running project,Event_424,msedgePopulate text field in window
14,Recording_89,Process_31,2022-02-15T05:00:45+00:00,Press button in window,Button 't1xBIaGnPV83ohiwoIvp jevFnoxrSpSgGE8bqPSs undefined' in Window 'Notes -  ...  - Microsoft​ Edge',msedge,Notes - Evernote and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Notes -  ...  - Microsoft\u200b Edge\\'']['Button \\'t1xBIaGnPV83ohiwoIvp jevFnoxrSpSgGE8bqPSs undefined\\'']\n""]",16.0,Make a note for a Handy guide on running project,Event_424,msedgePress button in window
