,StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Activity
13,13,Recording_22,Process_3,2022-02-21T08:11:04+00:00,Populate text field in window,Edit 'Search City or Postcode' in Pane 'New Tab - Google Chrome - Name'; Text:'Banglore',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'Search City or Postcode\\''] Text: 'Banglore' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",15.0,Verify the weather condition for desired demo date ,Event_103,chromePopulate text field in window
15,15,Recording_22,Process_3,2022-02-21T08:11:15+00:00,Click UI element in window,Hyperlink '10 Day' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'10 Day\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -1 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",17.0,Verify the weather condition for desired demo date ,Event_103,chromeClick UI element in window
16,16,Recording_22,Process_3,2022-02-21T08:11:21+00:00,Press button in window,Button 'Mon 28 87°  ...  1% Wind E 11 mph' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Mon 28 87°  ...  1% Wind E 11 mph\\'']\n""]",18.0,Verify the weather condition for desired demo date ,Event_103,chromePress button in window
17,17,Recording_22,Process_3,2022-02-21T08:11:26+00:00,Drag and drop UI element in window,Image 'Sunny' in Text '87°' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -4 MouseDownOffsetX: 4 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'87°\\''] MouseUpOffsetY: -1 MouseUpOffsetX: 5 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Image \\'Sunny\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",19.0,Verify the weather condition for desired demo date ,Event_103,chromeDrag and drop UI element in window
18,18,Recording_22,Process_3,2022-02-21T08:11:34+00:00,Press button in window,Button 'New Tab' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",20.0,Share the invitation mail by attaching final brochure,Event_104,chromePress button in window
19,19,Recording_22,Process_3,2022-02-21T08:11:37+00:00,Click UI element in window,Hyperlink 'Gmail' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Gmail\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 1 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",21.0,Share the invitation mail by attaching final brochure,Event_104,chromeClick UI element in window
22,22,Recording_22,Process_3,2022-02-21T08:11:48+00:00,Send keys,TextToSend:'kru',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'kru'\n""]",24.0,Share the invitation mail by attaching final brochure,Event_104,Send keys
23,23,Recording_22,Process_3,2022-02-21T08:11:56+00:00,Click UI element in window,Text 'Email@Domain' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'Email@Domain\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 20 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",25.0,Share the invitation mail by attaching final brochure,Event_104,chromeClick UI element in window
24,24,Recording_22,Process_3,2022-02-21T08:11:57+00:00,Click UI element in window,Text 'S e n t f r o  ...  M T o : s u n s h a' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Text \\'S e n t f r o  ...  M T o : s u n s h a\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]",26.0,Share the invitation mail by attaching final brochure,Event_104,chromeClick UI element in window
25,25,Recording_22,Process_3,2022-02-21T08:12:11+00:00,Populate text field in window,Edit 'Subject' in Pane 'New Tab - Google Chrome - Name'; Text:'Meeting Invite for project demo on 28th February',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'Subject\\''] Text: 'Meeting Invite for project demo on 28th February' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",27.0,Share the invitation mail by attaching final brochure,Event_104,chromePopulate text field in window
29,29,Recording_22,Process_3,2022-02-21T08:12:26+00:00,Populate text field in window,"Edit 'Message Body' in Pane 'New Tab - Google Chrome - Name'; Text:'Hello,'",chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'Message Body\\''] Text: 'Hello,' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",31.0,Share the invitation mail by attaching final brochure,Event_104,chromePopulate text field in window
30,30,Recording_22,Process_3,2022-02-21T08:12:27+00:00,Send keys,TextToSend:'{Return}{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}{Return}'\n""]",33.0,Share the invitation mail by attaching final brochure,Event_104,Send keys
31,31,Recording_22,Process_3,2022-02-21T08:12:52+00:00,Populate text field in window,"Edit 'Message Body' in Pane 'New Tab - Google Chrome - Name'; Text:'''Hello,


Please join us for the project demo on 28th february at Banglore office.'''",chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'Message Body\\''] Text: '''Hello,\n"", '\n', '\n', ""Please join us for the project demo on 28th february\xa0at Banglore office.''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",34.0,Share the invitation mail by attaching final brochure,Event_104,chromePopulate text field in window
32,32,Recording_22,Process_3,2022-02-21T08:12:57+00:00,Press button in window,Button 'Send ‪(Ctrl-Enter)‬' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Send \u202a(Ctrl-Enter)\u202c\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Share the invitation mail by attaching final brochure,Event_104,chromePress button in window
33,0,Recording_88,Process_31,2022-02-15T04:02:49+00:00,Press button in window,Google Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",2.0,Login to note taking app,Event_420,Press button in window
34,1,Recording_88,Process_31,2022-02-15T04:02:51+00:00,Press button in window,Button 'New Tab' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",3.0,Login to note taking app,Event_420,chromePress button in window
35,2,Recording_88,Process_31,2022-02-15T04:02:55+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'Process  ...  Chrome - Name'; Text:'zoho notebook',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'Address and search bar\\''] Text: 'zoho notebook' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",4.0,Login to note taking app,Event_420,chromePopulate text field in window
38,5,Recording_88,Process_31,2022-02-15T04:03:07+00:00,Click UI element in window,Hyperlink 'ACCESS ZOHO NOTEBOOK' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Hyperlink \\'ACCESS ZOHO NOTEBOOK\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -34 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7.0,Login to note taking app,Event_420,chromeClick UI element in window
39,6,Recording_88,Process_31,2022-02-15T04:03:11+00:00,Click UI element in window,Text 'Notebook' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'Notebook\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",8.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
40,7,Recording_88,Process_31,2022-02-15T04:03:18+00:00,Click UI element in window,Text 'Open' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'Open\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",10.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
41,8,Recording_88,Process_31,2022-02-15T04:03:27+00:00,Click UI element in window,Text 'All Notes' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'All Notes\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",11.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
42,9,Recording_88,Process_31,2022-02-15T04:03:28+00:00,Click UI element in window,Text 'Title' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'Title\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: 8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",12.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
43,10,Recording_88,Process_31,2022-02-15T04:03:29+00:00,Click UI element in window,Text 'All Notes' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'All Notes\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 9 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",14.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
44,11,Recording_88,Process_31,2022-02-15T04:03:34+00:00,Send keys,TextToSend:'{LShiftKey}(H)andy {RShiftKey}(G)uide for {RShiftKey}(X)yz {LShiftKey}({Back}{Back}){Back}{LShiftKey}(YZ ){LShiftKey}(){LShiftKey}(P)roject',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LShiftKey}(H)andy{Space}{RShiftKey}(G)uide{Space}for{Space}{RShiftKey}(X)yz{Space}{LShiftKey}({Back}{Back}){Back}{LShiftKey}(YZ{Space}){LShiftKey}(){LShiftKey}(P)roject'\n""]",15.0,"To prepare a Handy guide on running projecct, create a note",Event_421,Send keys
45,12,Recording_88,Process_31,2022-02-15T04:03:53+00:00,Click UI element in window,Group in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 79 OffsetY: 43 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",16.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
46,13,Recording_88,Process_31,2022-02-15T04:03:55+00:00,Send keys,TextToSend:'1. {LShiftKey}(F)or{Back}cus on context{Return}{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '1.{Space}{LShiftKey}(F)or{Back}cus{Space}on{Space}context{Return}{Return}'\n""]",17.0,"To prepare a Handy guide on running projecct, create a note",Event_421,Send keys
47,14,Recording_88,Process_31,2022-02-15T04:04:11+00:00,Click UI element in window,Group in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 33 OffsetY: 38 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",18.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
48,15,Recording_88,Process_31,2022-02-15T04:04:12+00:00,Send keys,TextToSend:'2. {RShiftKey}(R)eview the website{Return}3. search the keyphg{Back}rases on website{Return}4. {LShiftKey}(B)ased on keyphrase compare context',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '2.{Space}{RShiftKey}(R)eview{Space}the{Space}website{Return}3.{Space}search{Space}the{Space}keyphg{Back}rases{Space}on{Space}website{Return}4.{Space}{LShiftKey}(B)ased{Space}on{Space}keyphrase{Space}compare{Space}context'\n""]",20.0,"To prepare a Handy guide on running projecct, create a note",Event_421,Send keys
49,16,Recording_88,Process_31,2022-02-15T04:05:03+00:00,Click UI element in window,Text 'Handy Guide for XYZ Project' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'Handy Guide for XYZ Project\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -49 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",21.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
50,17,Recording_88,Process_31,2022-02-15T04:05:08+00:00,Click UI element in window,Document 'Notebook' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Document \\'Notebook\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 136 OffsetY: -27 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",22.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
52,19,Recording_88,Process_31,2022-02-15T04:05:16+00:00,Click UI element in window,Combo Box in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Combo Box'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -63 OffsetY: 10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",24.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
53,20,Recording_88,Process_31,2022-02-15T04:05:18+00:00,Click UI element in window,Document 'Notebook' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Document \\'Notebook\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -5 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",25.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
54,21,Recording_88,Process_31,2022-02-15T04:05:21+00:00,Press button in window,Button 'Save' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Button \\'Save\\'']\n""]",26.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromePress button in window
55,22,Recording_88,Process_31,2022-02-15T04:05:26+00:00,Click UI element in window,Edit 'Name' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 40 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",27.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
56,23,Recording_88,Process_31,2022-02-15T04:05:27+00:00,Click UI element in window,Edit 'Name' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 40 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",28.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeClick UI element in window
57,24,Recording_88,Process_31,2022-02-15T04:05:33+00:00,Drag and drop UI element in window,Text 'File name:' in Edit 'File name:' in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: 54 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'File name:\\''] MouseUpOffsetY: -2 MouseUpOffsetX: -24 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Text \\'File name:\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",29.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromeDrag and drop UI element in window
58,25,Recording_88,Process_31,2022-02-15T04:05:49+00:00,Populate text field in window,Edit 'File name:' in Pane 'Process  ...  Chrome - Name'; Text:'Handyd guide for XYZ Project.pdf',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Edit \\'File name:\\''] Text: 'Handyd guide for XYZ Project.pdf' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",30.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromePopulate text field in window
59,26,Recording_88,Process_31,2022-02-15T04:05:52+00:00,Press button in window,Button 'Save' 2 in Pane 'Process  ...  Chrome - Name',chrome,Process advisor | Power Automate - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Process  ...  Chrome - Name\\'']['Button \\'Save\\' 2']\n""]",31.0,"To prepare a Handy guide on running projecct, create a note",Event_421,chromePress button in window
60,27,Recording_88,Process_31,2022-02-15T04:06:02+00:00,Press button in window,PDF Converter Pro - Free - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['PDF Converter Pro - Free - 1 running window']\n""]",32.0,Change the format Handy guide to document format and save it.,Event_422,Press button in window
61,28,Recording_88,Process_31,2022-02-15T04:06:06+00:00,Press button in window,"Button 'Button' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.PressButton Button: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Button \\'Button\\'']\n""]",33.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterPress button in window
62,29,Recording_88,Process_31,2022-02-15T04:06:08+00:00,Click UI element in window,"Edit 'Name' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.Click Element: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 52 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",34.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterClick UI element in window
63,30,Recording_88,Process_31,2022-02-15T04:06:09+00:00,Click UI element in window,"Edit 'Name' 2 in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.Click Element: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Edit \\'Name\\' 2'] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 52 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",35.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterClick UI element in window
65,32,Recording_88,Process_31,2022-02-15T04:06:22+00:00,Expand/collapse tree node in window,"Tree Item 'This PC' in Window 'PDF  ...  RTF, XPS, Images'",CoollePDFConverter,"PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.ExpandCollapseTreeNode Control: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Tree Item \\'This PC\\''] Operation: UIAutomation.TreeNodeOperation.Expand\n""]",37.0,Change the format Handy guide to document format and save it.,Event_422,CoollePDFConverterExpand/collapse tree node in window
